timesteps,electricity,heating,dhw
2015-03-09 23:00:00,-0.0053459283,-0.0096226719,-0.0310063854
2015-03-10 00:00:00,-0.0042070253,-0.0075726451,-0.0244007459
2015-03-10 01:00:00,-0.0036928614,-0.0066471507,-0.0214185966
2015-03-10 02:00:00,-0.0035284282,-0.0063511705,-0.0204648838
2015-03-10 03:00:00,-0.0035293503,-0.0063528306,-0.0204702316
2015-03-10 04:00:00,-0.0037383931,-0.0067291081,-0.0216826809
2015-03-10 05:00:00,-0.0043122675,-0.0077620808,-0.0250111495
2015-03-10 06:00:00,-0.0053968466,-0.0097143242,-0.0313017116
2015-03-10 07:00:00,-0.0056367243,-0.0101461038,-0.0326930041
2015-03-10 08:00:00,-0.0052711443,-0.0094880599,-0.0305726369
2015-03-10 09:00:00,-0.0050861928,-0.0091551469,-0.0294999174
2015-03-10 10:00:00,-0.0051009475,-0.0091817053,-0.0295854962
2015-03-10 11:00:00,-0.0055881956,-0.0100587521,-0.0324115334
2015-03-10 12:00:00,-0.005795279,-0.0104315021,-0.0336126186
2015-03-10 13:00:00,-0.0057206415,-0.0102971554,-0.0331797185
2015-03-10 14:00:00,-0.0055733259,-0.0100319866,-0.0323252873
2015-03-10 15:00:00,-0.0057068093,-0.0102722563,-0.0330994936
2015-03-10 16:00:00,-0.0061867377,-0.011136127,-0.0358830756
2015-03-10 17:00:00,-0.0072803658,-0.0131046585,-0.0422261222
2015-03-10 18:00:00,-0.0088581302,-0.0159446337,-0.0513771515
2015-03-10 19:00:00,-0.009528312,-0.0171509623,-0.0552642094
2015-03-10 20:00:00,-0.0087268368,-0.0157083068,-0.050615653
2015-03-10 21:00:00,-0.0077098632,-0.0138777542,-0.0447172052
2015-03-10 22:00:00,-0.0067560004,-0.0121608012,-0.0391848048
2015-03-10 23:00:00,-0.0053295865,-0.0095932552,-0.0309116003
2015-03-11 00:00:00,-0.0041940139,-0.0075492255,-0.0243252829
2015-03-11 01:00:00,-0.0036814405,-0.006626593,-0.0213523549
2015-03-11 02:00:00,-0.0035175158,-0.0063315281,-0.0204015909
2015-03-11 03:00:00,-0.003518435,-0.0063331831,-0.0204069237
2015-03-11 04:00:00,-0.0037268314,-0.0067082965,-0.0216156231
2015-03-11 05:00:00,-0.0042989305,-0.0077380749,-0.024933798
2015-03-11 06:00:00,-0.0053801558,-0.0096842804,-0.0312049034
2015-03-11 07:00:00,-0.0056192915,-0.0101147252,-0.0325918902
2015-03-11 08:00:00,-0.0052548424,-0.0094587155,-0.0304780841
2015-03-11 09:00:00,-0.0050704624,-0.0091268337,-0.0294086832
2015-03-11 10:00:00,-0.0050851716,-0.0091533087,-0.0294939947
2015-03-11 11:00:00,-0.0055709128,-0.0100276438,-0.032311294
2015-03-11 12:00:00,-0.0057773556,-0.0103992406,-0.0335086646
2015-03-11 13:00:00,-0.0057029489,-0.0102653085,-0.0330771031
2015-03-11 14:00:00,-0.0055560893,-0.0100009598,-0.0322253182
2015-03-11 15:00:00,-0.0056891597,-0.0102404868,-0.0329971214
2015-03-11 16:00:00,-0.0061676036,-0.011101686,-0.0357720982
2015-03-11 17:00:00,-0.0072578495,-0.013064129,-0.0420955263
2015-03-11 18:00:00,-0.0088307346,-0.0158953221,-0.0512182584
2015-03-11 19:00:00,-0.009498844,-0.0170979199,-0.055093292
2015-03-11 20:00:00,-0.0086998472,-0.0156597248,-0.0504591128
2015-03-11 21:00:00,-0.007686019,-0.0138348337,-0.0445789106
2015-03-11 22:00:00,-0.0067351057,-0.0121231908,-0.0390636132
2015-03-11 23:00:00,-0.0053131034,-0.0095635862,-0.0308160012
2015-03-12 00:00:00,-0.0041808965,-0.0075256139,-0.0242491997
2015-03-12 01:00:00,-0.003669926,-0.0066058666,-0.0212855695
2015-03-12 02:00:00,-0.0035065138,-0.0063117249,-0.0203377804
2015-03-12 03:00:00,-0.0035074304,-0.0063133745,-0.0203430961
2015-03-12 04:00:00,-0.003715175,-0.0066873151,-0.0215480156
2015-03-12 05:00:00,-0.004285485,-0.0077138724,-0.0248558113
2015-03-12 06:00:00,-0.0053633282,-0.0096539902,-0.0311073032
2015-03-12 07:00:00,-0.0056017161,-0.0100830893,-0.0324899543
2015-03-12 08:00:00,-0.0052384064,-0.0094291319,-0.0303827563
2015-03-12 09:00:00,-0.0050546037,-0.0090982863,-0.0293167013
2015-03-12 10:00:00,-0.0050692669,-0.0091246809,-0.0294017464
2015-03-12 11:00:00,-0.0055534889,-0.0099962793,-0.0322102355
2015-03-12 12:00:00,-0.0057592859,-0.0103667147,-0.0334038592
2015-03-12 13:00:00,-0.0056851118,-0.0102332012,-0.0329736475
2015-03-12 14:00:00,-0.0055387111,-0.0099696797,-0.032124525
2015-03-12 15:00:00,-0.0056713653,-0.0102084569,-0.0328939171
2015-03-12 16:00:00,-0.0061483132,-0.0110669636,-0.0356602133
2015-03-12 17:00:00,-0.0072351491,-0.0130232688,-0.0419638651
2015-03-12 18:00:00,-0.0088031149,-0.0158456054,-0.0510580609
2015-03-12 19:00:00,-0.0094691338,-0.0170444423,-0.0549209796
2015-03-12 20:00:00,-0.0086726366,-0.0156107458,-0.0503012922
2015-03-12 21:00:00,-0.0076619792,-0.0137915624,-0.0444394784
2015-03-12 22:00:00,-0.0067140406,-0.0120852729,-0.0389414356
2015-03-12 23:00:00,-0.0052964855,-0.009533674,-0.0307196151
2015-03-13 00:00:00,-0.0041676763,-0.0075018184,-0.0241725247
2015-03-13 01:00:00,-0.0036583218,-0.0065849792,-0.0212182665
2015-03-13 02:00:00,-0.0034954265,-0.0062917677,-0.0202734735
2015-03-13 03:00:00,-0.0034963402,-0.006293412,-0.0202787721
2015-03-13 04:00:00,-0.0037034277,-0.0066661699,-0.0214798824
2015-03-13 05:00:00,-0.0042719339,-0.0076894816,-0.0247772186
2015-03-13 06:00:00,-0.0053463697,-0.0096234649,-0.0310089452
2015-03-13 07:00:00,-0.0055840035,-0.0100512072,-0.0323872223
2015-03-13 08:00:00,-0.0052218427,-0.0093993172,-0.0302866888
2015-03-13 09:00:00,-0.0050386215,-0.0090695188,-0.0292240037
2015-03-13 10:00:00,-0.0050532379,-0.009095828,-0.0293087805
2015-03-13 11:00:00,-0.0055359291,-0.0099646716,-0.0321083879
2015-03-13 12:00:00,-0.0057410754,-0.0103339361,-0.0332982377
2015-03-13 13:00:00,-0.0056671361,-0.0102008447,-0.0328693879
2015-03-13 14:00:00,-0.0055211981,-0.0099381574,-0.0320229488
2015-03-13 15:00:00,-0.0056534328,-0.0101761798,-0.0327899108
2015-03-13 16:00:00,-0.0061288726,-0.0110319699,-0.03554746
2015-03-13 17:00:00,-0.0072122719,-0.0129820899,-0.0418311787
2015-03-13 18:00:00,-0.0087752791,-0.0157955027,-0.0508966211
2015-03-13 19:00:00,-0.0094391935,-0.0169905476,-0.0547473205
2015-03-13 20:00:00,-0.0086452139,-0.0155613859,-0.0501422394
2015-03-13 21:00:00,-0.0076377525,-0.0137479543,-0.0442989627
2015-03-13 22:00:00,-0.0066928113,-0.0120470599,-0.0388183072
2015-03-13 23:00:00,-0.0052797384,-0.0095035296,-0.0306224823
2015-03-14 00:00:00,-0.0046215643,-0.0083188166,-0.0268050731
2015-03-14 01:00:00,-0.0039957412,-0.0071923341,-0.0231752983
2015-03-14 02:00:00,-0.0037341088,-0.0067213957,-0.0216578311
2015-03-14 03:00:00,-0.0036415671,-0.006554821,-0.0211210894
2015-03-14 04:00:00,-0.0037046843,-0.0066684319,-0.02148717
2015-03-14 05:00:00,-0.0038286426,-0.0068915565,-0.0222061258
2015-03-14 06:00:00,-0.0044155367,-0.0079479661,-0.0256101127
2015-03-14 07:00:00,-0.0057151613,-0.0102872899,-0.0331479359
2015-03-14 08:00:00,-0.0068824614,-0.0123884314,-0.0399182776
2015-03-14 09:00:00,-0.007444712,-0.0134004812,-0.0431793295
2015-03-14 10:00:00,-0.0078003092,-0.0140405559,-0.0452417938
2015-03-14 11:00:00,-0.0083586326,-0.0150455382,-0.0484800694
2015-03-14 12:00:00,-0.0081806637,-0.0147251943,-0.0474478473
2015-03-14 13:00:00,-0.0077624048,-0.0139723282,-0.0450219477
2015-03-14 14:00:00,-0.0075226842,-0.0135408311,-0.0436315678
2015-03-14 15:00:00,-0.0074253045,-0.0133655488,-0.0430667642
2015-03-14 16:00:00,-0.0075479536,-0.0135863166,-0.0437781329
2015-03-14 17:00:00,-0.0081955183,-0.0147519326,-0.047534003
2015-03-14 18:00:00,-0.0092360713,-0.0166249284,-0.0535692157
2015-03-14 19:00:00,-0.0094558712,-0.0170205694,-0.0548440583
2015-03-14 20:00:00,-0.0085626683,-0.0154128027,-0.0496634749
2015-03-14 21:00:00,-0.0076644559,-0.0137960208,-0.0444538435
2015-03-14 22:00:00,-0.0069883781,-0.0125790799,-0.0405325918
2015-03-14 23:00:00,-0.0058125976,-0.0104626757,-0.0337130671
2015-03-15 00:00:00,-0.0047867073,-0.0086160735,-0.0277629016
2015-03-15 01:00:00,-0.004151388,-0.0074724985,-0.0240780522
2015-03-15 02:00:00,-0.0038781764,-0.0069807173,-0.0224934237
2015-03-15 03:00:00,-0.0037499099,-0.0067498377,-0.0217494774
2015-03-15 04:00:00,-0.0037225094,-0.006700517,-0.0215905542
2015-03-15 05:00:00,-0.0038468046,-0.0069242487,-0.0223114679
2015-03-15 06:00:00,-0.0042529916,-0.0076553846,-0.0246673518
2015-03-15 07:00:00,-0.0053734657,-0.0096722389,-0.0311661025
2015-03-15 08:00:00,-0.006873407,-0.0123721336,-0.0398657608
2015-03-15 09:00:00,-0.0079886056,-0.0143794901,-0.0463339108
2015-03-15 10:00:00,-0.0088341668,-0.0159014991,-0.0512381634
2015-03-15 11:00:00,-0.0097518869,-0.0175533974,-0.056560948
2015-03-15 12:00:00,-0.0092400121,-0.016632023,-0.0535920735
2015-03-15 13:00:00,-0.0083077691,-0.0149539834,-0.0481850578
2015-03-15 14:00:00,-0.007668875,-0.0138039757,-0.0444794793
2015-03-15 15:00:00,-0.0073606042,-0.0132490879,-0.0426915065
2015-03-15 16:00:00,-0.0073937913,-0.0133088239,-0.0428839892
2015-03-15 17:00:00,-0.0082041788,-0.0147675234,-0.0475842393
2015-03-15 18:00:00,-0.0093273206,-0.0167891753,-0.0540984587
2015-03-15 19:00:00,-0.0095098764,-0.0171177796,-0.0551572884
2015-03-15 20:00:00,-0.0087500353,-0.0157500635,-0.0507502057
2015-03-15 21:00:00,-0.0076653577,-0.0137976449,-0.0444590768
2015-03-15 22:00:00,-0.0066903392,-0.0120426106,-0.0388039651
2015-03-15 23:00:00,-0.0052845697,-0.0095122263,-0.030650505
2015-03-16 00:00:00,-0.0041274517,-0.007429413,-0.0239392189
2015-03-16 01:00:00,-0.0036230131,-0.0065214235,-0.021013474
2015-03-16 02:00:00,-0.0034616898,-0.0062310418,-0.0200778017
2015-03-16 03:00:00,-0.0034625945,-0.0062326703,-0.0200830481
2015-03-16 04:00:00,-0.0036676836,-0.0066018304,-0.0212725652
2015-03-16 05:00:00,-0.0042307029,-0.0076152651,-0.0245380766
2015-03-16 06:00:00,-0.0052947679,-0.0095305829,-0.0307096551
2015-03-16 07:00:00,-0.0055301089,-0.009954196,-0.0320746324
2015-03-16 08:00:00,-0.0051714431,-0.0093085981,-0.0299943707
2015-03-16 09:00:00,-0.0049899902,-0.0089819827,-0.0289419441
2015-03-16 10:00:00,-0.0050044659,-0.0090080381,-0.0290259018
2015-03-16 11:00:00,-0.0054824977,-0.009868496,-0.0317984875
2015-03-16 12:00:00,-0.0056856644,-0.0102341957,-0.0329768536
2015-03-16 13:00:00,-0.0056124383,-0.0101023892,-0.0325521436
2015-03-16 14:00:00,-0.0054679095,-0.0098422367,-0.0317138746
2015-03-16 15:00:00,-0.0055988675,-0.0100779625,-0.0324734313
2015-03-16 16:00:00,-0.0060697185,-0.0109254941,-0.0352043669
2015-03-16 17:00:00,-0.0071426612,-0.0128567907,-0.041427437
2015-03-16 18:00:00,-0.0086905827,-0.0156430501,-0.0504053809
2015-03-16 19:00:00,-0.0093480889,-0.01682656,-0.0542189166
2015-03-16 20:00:00,-0.0085617728,-0.0154111926,-0.0496582848
2015-03-16 21:00:00,-0.0075640352,-0.0136152639,-0.0438714053
2015-03-16 22:00:00,-0.0066282143,-0.011930786,-0.0384436455
2015-03-16 23:00:00,-0.0052287799,-0.0094118039,-0.0303269249
2015-03-17 00:00:00,-0.0041138694,-0.007404965,-0.0238604423
2015-03-17 01:00:00,-0.0036110909,-0.0064999633,-0.0209443267
2015-03-17 02:00:00,-0.0034502984,-0.0062105372,-0.0200117309
2015-03-17 03:00:00,-0.0034512002,-0.0062121603,-0.0200169622
2015-03-17 04:00:00,-0.0036556143,-0.0065801059,-0.0212025646
2015-03-17 05:00:00,-0.0042167809,-0.0075902057,-0.024457329
2015-03-17 06:00:00,-0.0052773451,-0.0094992209,-0.0306085996
2015-03-17 07:00:00,-0.0055119111,-0.0099214404,-0.0319690853
2015-03-17 08:00:00,-0.0051544257,-0.0092779667,-0.02989567
2015-03-17 09:00:00,-0.0049735698,-0.0089524258,-0.0288467048
2015-03-17 10:00:00,-0.0049879976,-0.0089783962,-0.0289303871
2015-03-17 11:00:00,-0.0054644568,-0.0098360225,-0.03169385
2015-03-17 12:00:00,-0.0056669546,-0.0102005181,-0.0328683366
2015-03-17 13:00:00,-0.0055939696,-0.0100691463,-0.0324450266
2015-03-17 14:00:00,-0.0054499161,-0.009809849,-0.0316095145
2015-03-17 15:00:00,-0.0055804437,-0.010044798,-0.0323665726
2015-03-17 16:00:00,-0.0060497451,-0.0108895405,-0.0350885211
2015-03-17 17:00:00,-0.0071191571,-0.0128144832,-0.0412911123
2015-03-17 18:00:00,-0.0086619861,-0.0155915731,-0.0502395159
2015-03-17 19:00:00,-0.0093173284,-0.0167711899,-0.0540405006
2015-03-17 20:00:00,-0.0085335993,-0.0153604789,-0.0494948781
2015-03-17 21:00:00,-0.0075391448,-0.0135704599,-0.0437270373
2015-03-17 22:00:00,-0.0066064029,-0.0118915248,-0.0383171402
2015-03-17 23:00:00,-0.0052115741,-0.0093808334,-0.0302271297
2015-03-18 00:00:00,-0.0041002081,-0.0073803745,-0.0237812063
2015-03-18 01:00:00,-0.003599099,-0.0064783784,-0.0208747734
2015-03-18 02:00:00,-0.0034388407,-0.006189913,-0.0199452751
2015-03-18 03:00:00,-0.0034397395,-0.0061915307,-0.0199504893
2015-03-18 04:00:00,-0.0036434748,-0.0065582545,-0.021132154
2015-03-18 05:00:00,-0.0042027776,-0.0075650003,-0.0243761111
2015-03-18 06:00:00,-0.0052598194,-0.0094676755,-0.0305069541
2015-03-18 07:00:00,-0.0054936068,-0.009888493,-0.0318629211
2015-03-18 08:00:00,-0.0051373091,-0.009247156,-0.0297963924
2015-03-18 09:00:00,-0.0049570533,-0.0089226965,-0.0287509097
2015-03-18 10:00:00,-0.0049714335,-0.0089485805,-0.0288343136
2015-03-18 11:00:00,-0.00544631,-0.0098033584,-0.0315886004
2015-03-18 12:00:00,-0.0056481356,-0.0101666439,-0.0327591865
2015-03-18 13:00:00,-0.0055753933,-0.0100357083,-0.0323372805
2015-03-18 14:00:00,-0.0054318179,-0.0097772724,-0.0315045453
2015-03-18 15:00:00,-0.0055619121,-0.0100114415,-0.0322590878
2015-03-18 16:00:00,-0.0060296547,-0.0108533789,-0.0349719999
2015-03-18 17:00:00,-0.0070955158,-0.0127719285,-0.0411539917
2015-03-18 18:00:00,-0.0086332206,-0.0155397965,-0.050072678
2015-03-18 19:00:00,-0.009286386,-0.0167154962,-0.0538610403
2015-03-18 20:00:00,-0.00850526,-0.0153094687,-0.0493305126
2015-03-18 21:00:00,-0.0075141084,-0.0135253946,-0.043581831
2015-03-18 22:00:00,-0.0065844642,-0.0118520355,-0.0381898941
2015-03-18 23:00:00,-0.0051942672,-0.0093496809,-0.0301267506
2015-03-19 00:00:00,-0.0040864715,-0.0073556488,-0.0237015352
2015-03-19 01:00:00,-0.0035870412,-0.0064566744,-0.0208048401
2015-03-19 02:00:00,-0.00342732,-0.0061691754,-0.0198784556
2015-03-19 03:00:00,-0.0034282155,-0.0061707882,-0.0198836507
2015-03-19 04:00:00,-0.0036312684,-0.0065362832,-0.0210613564
2015-03-19 05:00:00,-0.0041886976,-0.007539656,-0.024294446
2015-03-19 06:00:00,-0.0052421983,-0.0094359572,-0.0304047498
2015-03-19 07:00:00,-0.0054752024,-0.0098553636,-0.031756173
2015-03-19 08:00:00,-0.0051200979,-0.0092161754,-0.0296965671
2015-03-19 09:00:00,-0.0049404464,-0.0088928033,-0.0286545889
2015-03-19 10:00:00,-0.0049547784,-0.0089186009,-0.0287377134
2015-03-19 11:00:00,-0.005428064,-0.0097705155,-0.0314827719
2015-03-19 12:00:00,-0.0056292133,-0.0101325849,-0.0326494373
2015-03-19 13:00:00,-0.0055567145,-0.0100020865,-0.0322289434
2015-03-19 14:00:00,-0.0054136198,-0.0097445169,-0.0313989972
2015-03-19 15:00:00,-0.0055432786,-0.009977901,-0.032151014
2015-03-19 16:00:00,-0.0060094546,-0.0108170178,-0.0348548344
2015-03-19 17:00:00,-0.0070717444,-0.0127291406,-0.0410161182
2015-03-19 18:00:00,-0.0086042974,-0.015487735,-0.0499049225
2015-03-19 19:00:00,-0.0092552758,-0.016659496,-0.053680595
2015-03-19 20:00:00,-0.0084767669,-0.0152581791,-0.0491652466
2015-03-19 21:00:00,-0.0074889347,-0.013480082,-0.0434358217
2015-03-19 22:00:00,-0.006562405,-0.0118123291,-0.0380619505
2015-03-19 23:00:00,-0.0051768654,-0.0093183576,-0.0300258197
2015-03-20 00:00:00,-0.0040726644,-0.0073307962,-0.023621454
2015-03-20 01:00:00,-0.0035749216,-0.0064348588,-0.0207345451
2015-03-20 02:00:00,-0.0034157399,-0.0061483318,-0.0198112902
2015-03-20 03:00:00,-0.0034166326,-0.0061499388,-0.0198164682
2015-03-20 04:00:00,-0.0036189993,-0.0065141988,-0.0209901961
2015-03-20 05:00:00,-0.0041745448,-0.0075141815,-0.0242123627
2015-03-20 06:00:00,-0.0052244863,-0.0094040751,-0.0303020198
2015-03-20 07:00:00,-0.0054567032,-0.0098220654,-0.0316488771
2015-03-20 08:00:00,-0.0051027988,-0.009185037,-0.0295962311
2015-03-20 09:00:00,-0.004923754,-0.0088627574,-0.0285577727
2015-03-20 10:00:00,-0.0049380373,-0.0088884665,-0.0286406168
2015-03-20 11:00:00,-0.0054097238,-0.0097375037,-0.0313763987
2015-03-20 12:00:00,-0.0056101935,-0.0100983479,-0.0325391212
2015-03-20 13:00:00,-0.0055379398,-0.0099682917,-0.0321200515
2015-03-20 14:00:00,-0.0053953293,-0.0097115925,-0.0312929084
2015-03-20 15:00:00,-0.0055245492,-0.0099441887,-0.0320423845
2015-03-20 16:00:00,-0.00598915,-0.0107804697,-0.03473707
2015-03-20 17:00:00,-0.0070478509,-0.0126861305,-0.0408775332
2015-03-20 18:00:00,-0.0085752254,-0.0154354052,-0.0497363107
2015-03-20 19:00:00,-0.0092240037,-0.0166032073,-0.0534992231
2015-03-20 20:00:00,-0.008448126,-0.0152066262,-0.0489991283
2015-03-20 21:00:00,-0.0074636316,-0.0134345363,-0.0432890606
2015-03-20 22:00:00,-0.0065402323,-0.0117724186,-0.0379333486
2015-03-20 23:00:00,-0.0051593739,-0.009286873,-0.0299243691
2015-03-21 00:00:00,-0.0045152479,-0.0081274465,-0.0261884372
2015-03-21 01:00:00,-0.0039038212,-0.0070268781,-0.0226421637
2015-03-21 02:00:00,-0.0036482078,-0.0065667737,-0.0211596049
2015-03-21 03:00:00,-0.0035577948,-0.0064040307,-0.0206352102
2015-03-21 04:00:00,-0.0036194601,-0.0065150284,-0.0209928685
2015-03-21 05:00:00,-0.0037405667,-0.0067330202,-0.0216952872
2015-03-21 06:00:00,-0.0043139595,-0.0077651274,-0.0250209668
2015-03-21 07:00:00,-0.0055836875,-0.0100506373,-0.0323853851
2015-03-21 08:00:00,-0.0067241346,-0.0121034421,-0.0389999796
2015-03-21 09:00:00,-0.0072734507,-0.013092212,-0.0421860148
2015-03-21 10:00:00,-0.0076208673,-0.0137175607,-0.0442010308
2015-03-21 11:00:00,-0.0081663468,-0.0146994249,-0.0473648143
2015-03-21 12:00:00,-0.0079924716,-0.0143864501,-0.0463563354
2015-03-21 13:00:00,-0.0075838346,-0.0136509029,-0.0439862421
2015-03-21 14:00:00,-0.007349629,-0.0132293317,-0.0426278468
2015-03-21 15:00:00,-0.0072544894,-0.0130580806,-0.0420760415
2015-03-21 16:00:00,-0.007374317,-0.0132737719,-0.042771041
2015-03-21 17:00:00,-0.0080069845,-0.0144125723,-0.0464405081
2015-03-21 18:00:00,-0.0090236012,-0.0162424806,-0.0523368815
2015-03-21 19:00:00,-0.0092383447,-0.0166290219,-0.0535823999
2015-03-21 20:00:00,-0.008365689,-0.01505824,-0.048520997
2015-03-21 21:00:00,-0.0074881397,-0.0134786508,-0.0434312096
2015-03-21 22:00:00,-0.0068276143,-0.0122897056,-0.0396001639
2015-03-21 23:00:00,-0.005678882,-0.0102219879,-0.0329375171
2015-03-22 00:00:00,-0.0046756278,-0.0084161293,-0.0271186409
2015-03-22 01:00:00,-0.0040550517,-0.0072990927,-0.023519299
2015-03-22 02:00:00,-0.0037881799,-0.0068187237,-0.0219714442
2015-03-22 03:00:00,-0.0036628899,-0.006593202,-0.0212447606
2015-03-22 04:00:00,-0.0036361254,-0.0065450257,-0.0210895259
2015-03-22 05:00:00,-0.0037575364,-0.0067635653,-0.0217937105
2015-03-22 06:00:00,-0.0041542971,-0.0074777347,-0.0240949229
2015-03-22 07:00:00,-0.0052487701,-0.0094477856,-0.0304428652
2015-03-22 08:00:00,-0.0067139036,-0.0120850266,-0.0389406416
2015-03-22 09:00:00,-0.0078032231,-0.0140458012,-0.0452586927
2015-03-22 10:00:00,-0.0086291612,-0.0155324908,-0.0500491368
2015-03-22 11:00:00,-0.0095255863,-0.0171460546,-0.055248404
2015-03-22 12:00:00,-0.0090255902,-0.0162460616,-0.0523484235
2015-03-22 13:00:00,-0.0081149794,-0.0146069635,-0.047066882
2015-03-22 14:00:00,-0.0074909121,-0.0134836419,-0.0434472933
2015-03-22 15:00:00,-0.0071897953,-0.0129416318,-0.041700814
2015-03-22 16:00:00,-0.0072222121,-0.0129999818,-0.0418888282
2015-03-22 17:00:00,-0.0080137942,-0.0144248308,-0.0464800065
2015-03-22 18:00:00,-0.0091108715,-0.0163995685,-0.0528430537
2015-03-22 19:00:00,-0.0092891921,-0.0167205456,-0.053877316
2015-03-22 20:00:00,-0.0085469835,-0.0153845699,-0.049572504
2015-03-22 21:00:00,-0.0074874769,-0.0134774578,-0.0434273652
2015-03-22 22:00:00,-0.0065350842,-0.0117631521,-0.0379034897
2015-03-22 23:00:00,-0.0051619368,-0.0092914866,-0.0299392338
2015-03-23 00:00:00,-0.0040308622,-0.007255552,-0.0233790014
2015-03-23 01:00:00,-0.0035382282,-0.0063688111,-0.0205217232
2015-03-23 02:00:00,-0.0033806804,-0.0060852248,-0.019607947
2015-03-23 03:00:00,-0.0033815638,-0.0060868151,-0.0196130707
2015-03-23 04:00:00,-0.0035818536,-0.0064473365,-0.020774751
2015-03-23 05:00:00,-0.0041316973,-0.0074370551,-0.0239638436
2015-03-23 06:00:00,-0.0051708616,-0.0093075513,-0.0299909978
2015-03-23 07:00:00,-0.0054006949,-0.009721251,-0.0313240307
2015-03-23 08:00:00,-0.005050423,-0.0090907615,-0.0292924535
2015-03-23 09:00:00,-0.0048732163,-0.0087717896,-0.0282646536
2015-03-23 10:00:00,-0.0048873531,-0.0087972354,-0.0283466453
2015-03-23 11:00:00,-0.0053541981,-0.0096375567,-0.0310543503
2015-03-23 12:00:00,-0.0055526104,-0.0099946984,-0.0322051399
2015-03-23 13:00:00,-0.0054810981,-0.0098659759,-0.0317903678
2015-03-23 14:00:00,-0.0053399511,-0.0096119119,-0.0309717152
2015-03-23 15:00:00,-0.0054678446,-0.0098421201,-0.0317134987
2015-03-23 16:00:00,-0.0059276769,-0.010669818,-0.0343805243
2015-03-23 17:00:00,-0.0069755111,-0.0125559206,-0.040457964
2015-03-23 18:00:00,-0.0084872083,-0.0152769755,-0.0492258108
2015-03-23 19:00:00,-0.0091293282,-0.0164327904,-0.0529501053
2015-03-23 20:00:00,-0.0083614135,-0.0150505443,-0.0484961984
2015-03-23 21:00:00,-0.0073870245,-0.0132966437,-0.0428447411
2015-03-23 22:00:00,-0.0064731031,-0.0116515848,-0.0375439972
2015-03-23 23:00:00,-0.005106418,-0.0091915527,-0.0296172236
2015-03-24 00:00:00,-0.0040168156,-0.007230268,-0.0232975302
2015-03-24 01:00:00,-0.0035258983,-0.0063466166,-0.0204502111
2015-03-24 02:00:00,-0.0033688993,-0.0060640189,-0.0195396168
2015-03-24 03:00:00,-0.00336978,-0.0060656038,-0.0195447235
2015-03-24 04:00:00,-0.0035693715,-0.0064248686,-0.0207023544
2015-03-24 05:00:00,-0.0041172993,-0.0074111386,-0.0238803342
2015-03-24 06:00:00,-0.0051528421,-0.0092751164,-0.0298864859
2015-03-24 07:00:00,-0.0053818744,-0.0096873739,-0.0312148724
2015-03-24 08:00:00,-0.0050328233,-0.0090590814,-0.0291903748
2015-03-24 09:00:00,-0.0048562338,-0.008741221,-0.0281661569
2015-03-24 10:00:00,-0.0048703212,-0.0087665784,-0.0282478642
2015-03-24 11:00:00,-0.0053355397,-0.0096039715,-0.0309461307
2015-03-24 12:00:00,-0.0055332605,-0.0099598684,-0.0320929102
2015-03-24 13:00:00,-0.0054619973,-0.0098315952,-0.0316795854
2015-03-24 14:00:00,-0.0053213421,-0.0095784167,-0.0308637852
2015-03-24 15:00:00,-0.0054487905,-0.0098078228,-0.0316029847
2015-03-24 16:00:00,-0.0059070198,-0.0106326363,-0.0342607176
2015-03-24 17:00:00,-0.0069512027,-0.0125121658,-0.0403169779
2015-03-24 18:00:00,-0.0084576318,-0.0152237392,-0.0490542682
2015-03-24 19:00:00,-0.0090975144,-0.0163755258,-0.0527655846
2015-03-24 20:00:00,-0.0083322752,-0.0149980959,-0.0483271977
2015-03-24 21:00:00,-0.0073612819,-0.013250308,-0.0426954363
2015-03-24 22:00:00,-0.0064505456,-0.0116109818,-0.0374131601
2015-03-24 23:00:00,-0.0050886231,-0.0091595219,-0.0295140142
2015-03-25 00:00:00,-0.0040027196,-0.0072048949,-0.0232157726
2015-03-25 01:00:00,-0.003513525,-0.0063243448,-0.0203784447
2015-03-25 02:00:00,-0.0033570771,-0.0060427384,-0.0194710484
2015-03-25 03:00:00,-0.0033579544,-0.0060443184,-0.019476135
2015-03-25 04:00:00,-0.0035568457,-0.0064023221,-0.0206297046
2015-03-25 05:00:00,-0.0041028507,-0.0073851309,-0.0237965333
2015-03-25 06:00:00,-0.0051347593,-0.0092425669,-0.0297816062
2015-03-25 07:00:00,-0.0053629885,-0.0096533792,-0.0311053323
2015-03-25 08:00:00,-0.0050151616,-0.0090272918,-0.0290879373
2015-03-25 09:00:00,-0.0048391919,-0.008710546,-0.0280673145
2015-03-25 10:00:00,-0.0048532304,-0.0087358139,-0.0281487354
2015-03-25 11:00:00,-0.005316816,-0.0095702688,-0.0308375323
2015-03-25 12:00:00,-0.0055138429,-0.0099249179,-0.0319802886
2015-03-25 13:00:00,-0.0054428299,-0.0097970934,-0.031568412
2015-03-25 14:00:00,-0.0053026683,-0.0095448029,-0.0307554762
2015-03-25 15:00:00,-0.0054296689,-0.009773404,-0.0314920807
2015-03-25 16:00:00,-0.0058862907,-0.0105953229,-0.0341404888
2015-03-25 17:00:00,-0.0069268092,-0.0124682573,-0.0401754934
2015-03-25 18:00:00,-0.0084279527,-0.0151703149,-0.0488821237
